text,sentiment,stress_level
College is making me feel frustrated due to assignment deadlines,negative,medium
I feel a bit drained due to family expectations,negative,high
My hard work paid off and I feel confident,positive,low
I am so hopeful right now I slept well last night,positive,low
I gave an excellent viva and it made me feel joyful,positive,low
I feel balanced and calm today,neutral,medium
I feel worried due to project stress,negative,medium
My attendance is suffering because I feel worried,negative,high
I feel anxious today due to assignment deadlines,negative,high
My project work is suffering because I feel sad,negative,medium
I love college life it makes me feel wonderful,positive,low
I am not enjoying college life as much lately,negative,medium
The day was fine everything was as expected,neutral,low
I am grateful for I won a competition,positive,low
The day was ordinary just the usual routine,neutral,medium
Life feels great when I helped a friend today,positive,low
I am numb all the time and it is getting worse,negative,high
I have been feeling tense for the past few days,negative,medium
I am homesick and finding it hard to finish work,negative,medium
Life feels fantastic when I got an internship offer,positive,low
I feel desperate because the stress has become too much I need help,negative,high
Nothing much happened today studied for a while,neutral,medium
I feel terrified because nobody understands me I need help,negative,high
I feel overwhelmed and tense because of upcoming exams,negative,high
Everything feels amazing today I got selected for the college fest,positive,low
I am low and finding it hard to concentrate,negative,high
I feel behind in performance and it worries me,negative,medium
I am really thrilled because I got selected for the college fest,positive,low
I feel destroyed inside and worthless every single day now,negative,high
I am nervous about my project deadline,negative,high
I feel panicking and desperate I cannot take this anymore,negative,high
Today was calm completed tasks without issues,neutral,low
I love attending seminars it makes me feel content,positive,low
I cannot function normally because I feel so burned out,negative,high
My professor helped me understand the concept and I feel lively,positive,low
I am demotivated and finding it hard to concentrate,negative,medium
Feeling proud after a productive study session,positive,low
I feel positive today I helped a friend today,positive,low
I feel a bit stressed because I am behind on syllabus,negative,high
My family member helped me understand the concept and I feel great,positive,low
I went to the hostel and went to the library,neutral,medium
I have been having trouble focusing recently because of college pressure,negative,medium
The mental exhaustion is unbearable I feel panicking,negative,high
Feeling fantastic and refreshed my friends supported me,positive,low
I feel anxious today due to project deadlines,negative,medium
Today was energetic I got good marks,positive,low
I am empty and feel like disappearing forever,negative,high
I am so deeply anxious because I am always alone,negative,high
I feel deeply anxious and worthless every single day now,negative,high
I am frustrated about my semester results,negative,medium
I feel helpless and desperate every single day now,negative,high
College was ordinary today nothing special to mention,neutral,low
I am frustrated about my backlog subjects,negative,high
College is making me feel nervous due to lack of sleep,negative,high
Feeling cheerful and energetic I finished my project on time,positive,low
I feel overwhelmed due to poor internal marks,negative,medium
I feel deeply anxious because of constant failure I need help,negative,high
Everything is desperate I feel like ceasing to exist,negative,high
My classmate helped me understand the concept and I feel great,positive,low
I cannot breathe properly because I feel so isolated,negative,high
My parent motivated me and I feel proud,positive,low
My roommate helped me understand the concept and I feel content,positive,low
I feel tired due to career uncertainty,negative,medium
I feel unsure thinking about my attendance shortage,negative,medium
I cannot think clearly because I feel so worthless,negative,high
I am so motivated right now my friends supported me,positive,low
I feel sad due to lack of sleep,negative,medium
I feel completely lost and destroyed inside in college life,negative,high
My hard work paid off and I feel refreshed,positive,low
I feel overwhelmed completely and alone every single day now,negative,high
I feel worthless and worthless nothing is going right,negative,high
I feel desperate because of constant failure I need help,negative,high
I am drained about my upcoming exam,negative,medium
I love my project it makes me feel confident,positive,low
I feel demotivated and lost because I feel left behind,negative,medium
I feel disappointed today because of poor marks in internals,negative,medium
I feel demotivated and confused due to family expectations,negative,medium
College is making me feel nervous due to assignment deadlines,negative,medium
Life feels wonderful when everything went well,positive,low
My family member believed in me and I feel wonderful,positive,low
I feel desperate because nobody understands me I need help,negative,high
Feeling proud and positive I helped a friend today,positive,low
Everything feels fantastic today I completed all my tasks,positive,low
I feel shattered and hopeless every single day now,negative,high
The pressure of mental exhaustion is making me feel empty,negative,high
I am so crushed because I feel completely unloved,negative,high
Life feels motivated when I studied hard and it showed,positive,low
I feel drained and tense because I failed to meet my own expectations,negative,medium
I feel homesick thinking about my attendance shortage,negative,medium
I feel disconnected and unmotivated these days,negative,medium
I went to the hostel and read a chapter,neutral,low
I feel anxious today because I am behind on syllabus,negative,medium
Feeling energetic after sleeping early and waking up fresh,positive,low
I feel nervous thinking about my project deadline,negative,high
I am neither excited nor sad just feeling decent,neutral,medium
The day was fine no highs or lows,neutral,medium
I am grateful for I got good marks,positive,low
I am so depressed because I feel invisible to everyone,negative,high
I feel desperate like I am carrying the weight of the world alone,negative,high
Everything feels bright today I feel supported by everyone,positive,low
I feel trapped because I feel invisible to everyone and see no way out,negative,high
The pressure of financial stress at home is making me feel panicking,negative,high
Everything feels burned out I don't know what to do,negative,high
College was ordinary today went through the schedule,neutral,low
I feel trapped and have been hurting myself,negative,high
I feel deeply anxious because I feel invisible to everyone and see no way out,negative,high
College is making me feel homesick because I procrastinated too much,negative,medium
I feel regular just an ordinary day,neutral,low
I feel exhausted and drained because I failed to meet my own expectations,negative,high
The loneliness is unbearable I feel deeply anxious,negative,high
I am so depressed due to unbearable academic pressure,negative,high
College is making me feel anxious because I cannot focus,negative,medium
I feel panicking and lost every single day now,negative,high
I am sad and finding it hard to stay motivated,negative,high
Today was alright things were uneventful,neutral,low
I feel a bit overwhelmed because I am behind on syllabus,negative,medium
Feeling lively and hopeful I slept well last night,positive,low
I feel empty and empty every single day now,negative,high
College is making me feel nervous because I feel left behind,negative,medium
I feel worried and lost due to project deadlines,negative,high
I feel anxious due to poor internal marks,negative,medium
I am so overwhelmed completely I cannot even concentrate on anything properly,negative,high
The day was fine went through the schedule,neutral,medium
I feel irritated today due to family expectations,negative,medium
I feel burned out and numb every single day now,negative,high
I am really overjoyed because I achieved my weekly goal,positive,low
I feel tired thinking about my backlog subjects,negative,medium
Feeling content and positive I understand the subject well now,positive,low
I feel depressed because of constant failure and see no way out,negative,high
I am distracted about my semester results,negative,high
I am empty and feel like I cannot go on like this,negative,high
My project work is suffering because I feel disappointed,negative,medium
I feel helpless because I feel invisible to everyone and see no way out,negative,high
I feel shattered and numb every single day now,negative,high
I have been having dark and scary thoughts and feel hopeless,negative,high
I feel unmotivated due to poor internal marks,negative,medium
The mental exhaustion is unbearable I feel shattered,negative,high
My motivation is suffering because I feel stressed,negative,medium
I feel helpless because I keep disappointing everyone I need help,negative,high
Everything is hopeless I feel like I cannot go on like this,negative,high
I feel frustrated and demotivated due to assignment deadlines,negative,medium
I am depressed and feel like I am a burden to everyone,negative,high
I am burned out and feel like ceasing to exist,negative,high
I feel overwhelmed completely because I feel invisible to everyone I need help,negative,high
I woke up feeling bright and I passed my difficult exam,positive,low
Today was plain everything was as expected,neutral,low
I am exhausted but trying to manage it,negative,medium
Everything is broken I feel like I cannot go on like this,negative,high
I feel homesick today due to project deadlines,negative,high
Today was regular went through the schedule,neutral,medium
I secured a scholarship and it made me feel blessed,positive,low
I feel shattered because I feel completely unloved and see no way out,negative,high
I am overwhelmed and finding it hard to finish work,negative,medium
I feel panicking and empty every single day now,negative,high
I feel frustrated due to poor internal marks,negative,medium
I attended the viva preparation session and it was plain,neutral,medium
The academic pressure is unbearable I feel overwhelmed completely,negative,high
I am so panicking because I see no future for myself,negative,high
Everything feels energetic today I helped a friend today,positive,low
The day was okay lectures were average,neutral,low
Everything feels cheerful today everything went well,positive,low
I feel burned out and hopeless every single day now,negative,high
The pressure of mental exhaustion is making me feel terrified,negative,high
I am so numb because I feel invisible to everyone,negative,high
The lectures were calm today went through the schedule,neutral,low
I went to the library and attended lectures,neutral,low
Today was normal everything was as expected,neutral,medium
I feel stressed today because I am behind on syllabus,negative,medium
I am really thrilled because everything went well,positive,low
College was alright today completed tasks without issues,neutral,low
I am grateful for I aced my presentation,positive,low
I love studying this subject it makes me feel energetic,positive,low
College was normal today lectures were average,neutral,low
The day was alright completed tasks without issues,neutral,low
Today was alright everything was as expected,neutral,low
I am really thrilled because I made new friends today,positive,low
I feel overwhelmed completely and empty every single day now,negative,high
I woke up feeling energetic and I won a competition,positive,low
I am unmotivated but trying to manage it,negative,medium
I am so crushed I cannot even study properly,negative,high
Life feels content when I got selected for the college fest,positive,low
I feel broken and hopeless I cannot take this anymore,negative,high
Everything feels thrilled today my friends supported me,positive,low
I cannot study because I feel so panicking,negative,high
I am feeling regular today just going through routine,neutral,low
I feel disappointed today due to lack of sleep,negative,medium
I am so broken I cannot even think clearly properly,negative,high
The mental exhaustion is unbearable I feel broken,negative,high
I have been feeling drained for the past few days,negative,medium
I revised my notes and the day passed normally,neutral,medium
I feel like nobody would miss me the pain is too much,negative,high
The lectures were alright today went through the schedule,neutral,low
I feel isolated and numb I cannot take this anymore,negative,high
I feel cheerful today I slept well last night,positive,low
I feel confident and great about my course,positive,low
I feel burned out because I feel invisible to everyone and see no way out,negative,high
I love studying this subject it makes me feel great,positive,low
I am grateful for I feel supported by everyone,positive,low
I completed my revision and now I am resting,neutral,low
I feel empty and numb I cannot take this anymore,negative,high
Everything feels hopeless I don't know what to do,negative,high
I feel shattered and have been crying every night,negative,high
I feel bright today I achieved my weekly goal,positive,low
I feel overwhelmed completely and desperate every single day now,negative,high
I feel broken and alone every single day now,negative,high
Feeling amazing and hopeful I completed all my tasks,positive,low
I feel completely lost and panicking in college life,negative,high
Feeling optimistic after a walk on campus,positive,low
The failure is unbearable I feel panicking,negative,high
I feel burned out because the stress has become too much I need help,negative,high
Feeling great and refreshed I understand the subject well now,positive,low
I am depressed and feel like disappearing forever,negative,high
I am grateful for I got an internship offer,positive,low
I feel tired due to time management issues,negative,medium
I feel broken like I am falling into a deep dark pit,negative,high
College is making me feel distracted because of poor marks in internals,negative,medium
The lectures were average today completed tasks without issues,neutral,medium
College is making me feel frustrated because I cannot focus,negative,high
My parent appreciated my effort and I feel fantastic,positive,low
I am distracted about my performance in internals,negative,medium
The day was decent things were uneventful,neutral,low
I feel pressure from family about my project work,negative,medium
I am unmotivated about my attendance shortage,negative,high
Feeling excited after a good meal with friends,positive,low
I feel deeply anxious because the stress has become too much I need help,negative,high
I am helpless all the time and it is getting worse,negative,high
I am so motivated right now I got good marks,positive,low
I am deeply anxious all the time and it is getting worse,negative,high
I successfully topped the internal exam and I am thrilled,positive,low
I feel alright nothing special happened,neutral,low
I feel demotivated and lost because I failed to meet my own expectations,negative,medium
I love group discussions it makes me feel bright,positive,low
I feel positive today my professor appreciated my work,positive,low
The pressure of exam stress is making me feel trapped,negative,high
Feeling amazing and hopeful I passed my difficult exam,positive,low
I feel sad and tired due to lack of sleep,negative,medium
College is making me feel demotivated because I procrastinated too much,negative,medium
Today was refreshed I helped a friend today,positive,low
The pressure of academic pressure is making me feel terrified,negative,high
I feel unmotivated and distracted because of upcoming exams,negative,high
College is making me feel stressed because I feel left behind,negative,high
The pressure of mental exhaustion is making me feel shattered,negative,high
I feel stressed due to project stress,negative,medium
I am so devastated I cannot even think clearly properly,negative,high
I feel a bit overwhelmed because I cannot focus,negative,medium
I feel low today because I miss home,negative,medium
I feel overwhelmed completely like I am falling into a deep dark pit,negative,high
My hard work paid off and I feel cheerful,positive,low
I keep procrastinating and now I am homesick,negative,high
I passed my exam and it made me feel amazing,positive,low
Today was happy I won a competition,positive,low
I feel unmotivated due to lack of sleep,negative,medium
I am demotivated about my semester results,negative,medium
I feel completely isolated because nobody understands me,negative,high
The lectures were okay today things were uneventful,neutral,medium
I am so panicking because I am always alone,negative,high
College was decent today just the usual routine,neutral,medium
I am really excited because I feel supported by everyone,positive,low
Today was plain things were uneventful,neutral,low
I attended the lab session and it was okay,neutral,low
My performance is suffering because I feel confused,negative,medium
I attended the group discussion and it was ordinary,neutral,low
I feel worried thinking about my performance in internals,negative,medium
College was regular today just another college day,neutral,low
College is making me feel anxious because I procrastinated too much,negative,medium
Everything is lost I feel like I am a burden to everyone,negative,high
I am so deeply anxious I cannot even breathe properly properly,negative,high
I feel isolated because I keep disappointing everyone and see no way out,negative,high
My roommate gave me good feedback and I feel bright,positive,low
I am distracted about my viva examination,negative,medium
I love attending seminars it makes me feel optimistic,positive,low
I attended the lab session and the day passed normally,neutral,medium
I love the lab work it makes me feel blessed,positive,low
I am grateful for my family called and it made my day,positive,low
Today I read a chapter and called it a day,neutral,low
I feel devastated and have been unable to get out of bed,negative,high
I woke up feeling excited and I got selected for the college fest,positive,low
Today was positive I achieved my weekly goal,positive,low
I finished reading the entire syllabus and it made me feel refreshed,positive,low
My classmate praised my work and I feel joyful,positive,low
I am nervous about my upcoming exam,negative,high
I feel confident and happy about group discussions,positive,low
I am tense about my group project,negative,medium
I am homesick and finding it hard to enjoy college,negative,medium
Everything feels joyful today I finished my project on time,positive,low
I feel devastated and worthless every single day now,negative,high
I attended the online class and it was calm,neutral,medium
Everything feels energetic today I aced my presentation,positive,low
I am really proud because my family called and it made my day,positive,low
My roommate motivated me and I feel wonderful,positive,low
Today was cheerful I finished my project on time,positive,low
I feel tense thinking about my career after graduation,negative,medium
I feel devastated because everything I try goes wrong and see no way out,negative,high
I feel a bit frustrated because I feel left behind,negative,high
Everything feels lively today I passed my difficult exam,positive,low
My studies is suffering because I feel homesick,negative,medium
I feel broken because I keep disappointing everyone I need help,negative,high
Feeling happy and focused I finished my project on time,positive,low
College is making me feel anxious because I failed to meet my own expectations,negative,medium
I am depressed and feel like ceasing to exist,negative,high
I feel destroyed inside and have been hurting myself,negative,high
Life feels joyful when I feel supported by everyone,positive,low
I am so trapped because nobody understands me,negative,high
My parent gave me good feedback and I feel wonderful,positive,low
I am demotivated but I know it will pass eventually,negative,medium
I feel a bit unmotivated due to assignment deadlines,negative,high
Everything feels wonderful today everything went well,positive,low
The day was alright no highs or lows,neutral,low
I have been skipping college for days and feel lost,negative,high
I attended the online class and it was alright,neutral,medium
I am really thrilled because I helped a friend today,positive,low
I feel drained due to assignment overload,negative,medium
I had a great day my family called and it made my day,positive,low
I feel trapped and desperate every single day now,negative,high
I feel nervous due to project stress,negative,medium
I attended the seminar and it was regular,neutral,low
I am really overjoyed because my friends supported me,positive,low
The bullying in college is unbearable I feel isolated,negative,high
I feel empty like I am falling into a deep dark pit,negative,high
I am panicking all the time and it is getting worse,negative,high
College is making me feel confused because I failed to meet my own expectations,negative,medium
I am burned out and feel like running away from everything,negative,high
I am really overjoyed because my professor appreciated my work,positive,low
I went to the hostel and revised my notes,neutral,low
I cannot get out of bed because I feel so numb,negative,high
I feel unsure thinking about my project deadline,negative,high
I feel exhausted thinking about my performance in internals,negative,medium
I feel deeply anxious and numb every single day now,negative,high
I am really overjoyed because I had a productive study session,positive,low
I feel frustrated thinking about my semester results,negative,medium
I cracked a mock interview and it made me feel energetic,positive,low
I am irritated about my attendance shortage,negative,high
My attendance is suffering because I feel unsure,negative,medium
My project work is suffering because I feel demotivated,negative,medium
My professor gave me good feedback and I feel fantastic,positive,low
The pressure of financial stress at home is making me feel burned out,negative,high
The day was alright lectures were average,neutral,low
I feel panicking and have been crying every night,negative,high
I coded my first working application and it made me feel great,positive,low
I feel disappointed today due to family expectations,negative,medium
Nothing much happened today revised my notes,neutral,low
I woke up feeling cheerful and I had a productive study session,positive,low
The day was ordinary went through the schedule,neutral,low
I feel unmotivated due to assignment overload,negative,medium
I am drained about my group project,negative,medium
I have been feeling physically sick from stress and feel desperate,negative,high
My project work is suffering because I feel anxious,negative,medium
I have been crying every night and feel overwhelmed completely,negative,high
Today was happy I completed all my tasks,positive,low
I love my course it makes me feel lively,positive,low
Feeling happy after completing all pending work,positive,low
Everything is isolated I feel like ceasing to exist,negative,high
I am terrified all the time and it is getting worse,negative,high
I feel overwhelmed due to peer comparison,negative,medium
I feel drained thinking about my CGPA dropping,negative,medium
I feel confident and cheerful about learning new concepts,positive,low
Life feels positive when I aced my presentation,positive,low
I feel pressure from classmates about my performance,negative,high
I feel like not being here anymore the pain is too much,negative,high
Today was positive my friends supported me,positive,low
I am so terrified because I see no future for myself,negative,high
I am so burned out due to unbearable academic pressure,negative,high
I feel pressure from family about my studies,negative,medium
College is making me feel sad because of poor marks in internals,negative,medium
I am so crushed I cannot even sleep properly,negative,high
I feel okay just a regular morning,neutral,low
I attended the viva preparation session and it was calm,neutral,low
Everything feels great today everything went well,positive,low
College is making me feel distracted because I miss home,negative,high
I feel tired due to assignment overload,negative,medium
I have been feeling demotivated for the past few days,negative,medium
The exam stress is unbearable I feel overwhelmed completely,negative,high
I have been feeling physically sick from stress and feel lost,negative,high
Life feels great when I studied hard and it showed,positive,low
I feel homesick due to peer comparison,negative,high
I feel irritated thinking about my semester results,negative,medium
College is making me feel worried because I feel left behind,negative,medium
I successfully finished all assignments and I am thrilled,positive,low
Feeling optimistic and hopeful I made new friends today,positive,low
I feel excited today I had a productive study session,positive,low
I feel pressure from myself about my focus,negative,medium
I am so broken due to unbearable academic pressure,negative,high
The lectures were alright today just the usual routine,neutral,medium
The lectures were okay today lectures were average,neutral,low
The loneliness is unbearable I feel lost,negative,high
My family member motivated me and I feel refreshed,positive,low
Today was fantastic I got good marks,positive,low
The failure is unbearable I feel shattered,negative,high
The pressure of exam stress is making me feel depressed,negative,high
I love my project it makes me feel excited,positive,low
I cannot attend class because I feel so depressed,negative,high
The exam stress is unbearable I feel shattered,negative,high
College was normal today things were uneventful,neutral,low
I attended the lab session and it was fine,neutral,low
My friend gave me good feedback and I feel happy,positive,low
Life feels positive when I completed all my tasks,positive,low
I feel burned out because I am always alone and see no way out,negative,high
I am really hopeful because I understand the subject well now,positive,low
I spent the day had lunch with classmates nothing exciting,neutral,low
I feel isolated and worthless nothing is going right,negative,high
Feeling confident after meditation in the morning,positive,low
I have been feeling physically sick from stress and feel shattered,negative,high
Everything is terrified I feel like I am a burden to everyone,negative,high
I woke up feeling fantastic and I had a productive study session,positive,low
I feel numb because the stress has become too much and see no way out,negative,high
The mental exhaustion is unbearable I feel helpless,negative,high
The day was calm everything was as expected,neutral,low
I feel shattered and worthless nothing is going right,negative,high
The lectures were plain today nothing special to mention,neutral,medium
College is making me feel tense because of poor marks in internals,negative,high
I am irritated and finding it hard to concentrate,negative,medium
I am destroyed inside and feel like ending it all,negative,high
I feel devastated and have been having panic attacks regularly,negative,high
I feel destroyed inside and empty every single day now,negative,high
Feeling fantastic and hopeful I feel supported by everyone,positive,low
Feeling positive after meditation in the morning,positive,low
Today I took a nap and called it a day,neutral,low
I feel worthless and alone every single day now,negative,high
I feel irritated due to assignment overload,negative,medium
I feel depressed and worthless nothing is going right,negative,high
I feel tense and low because I failed to meet my own expectations,negative,medium
I feel unmotivated thinking about my CGPA dropping,negative,medium
College was plain today just another college day,neutral,low
I feel a bit homesick because of upcoming exams,negative,medium
I feel numb like I am suffocating every single day,negative,high
I successfully got selected for the internship and I am thrilled,positive,low
Today was calm just another college day,neutral,medium
I am exhausted but I know it will pass eventually,negative,medium
I feel worthless and alone I cannot take this anymore,negative,high
I feel excited today I understand the subject well now,positive,low
Today was great I finished my project on time,positive,low
I feel plain nothing special happened,neutral,medium
I feel trapped and hopeless I cannot take this anymore,negative,high
I am so happy right now I achieved my weekly goal,positive,low
I feel a bit low because I miss home,negative,medium
I feel a bit drained because of poor marks in internals,negative,medium
I attended the group discussion and it was plain,neutral,medium
The mental exhaustion is unbearable I feel overwhelmed completely,negative,high
I feel stressed due to career uncertainty,negative,high
Life feels cheerful when I slept well last night,positive,low
My grades is suffering because I feel exhausted,negative,medium
Feeling great after a good meal with friends,positive,low
The financial stress at home is unbearable I feel overwhelmed completely,negative,high
Everything is panicking I feel like nobody would miss me,negative,high
The financial stress at home is unbearable I feel helpless,negative,high
Everything feels motivated today I finished my project on time,positive,low
I successfully secured a scholarship and I am thrilled,positive,low
I feel overwhelmed thinking about my project deadline,negative,medium
I woke up feeling proud and everything went well,positive,low
I cannot eat because I feel so hopeless,negative,high
The day was okay went through the schedule,neutral,low
My studies is suffering because I feel sad,negative,medium
The lectures were plain today went through the schedule,neutral,low
I feel disconnected and tired these days,negative,high
The day was ordinary lectures were average,neutral,low
Everything is overwhelmed completely I feel like not being here anymore,negative,high
I feel confident and refreshed about attending seminars,positive,low
I feel trapped and worthless every single day now,negative,high
I am trapped and feel like nobody would miss me,negative,high
Today was refreshed I aced my presentation,positive,low
My attendance is suffering because I feel low,negative,medium
College is making me feel worried because of upcoming exams,negative,medium
The lectures were fine today went through the schedule,neutral,medium
Feeling fantastic and motivated I got an internship offer,positive,low
My roommate helped me understand the concept and I feel optimistic,positive,low
My hard work paid off and I feel excited,positive,low
I feel devastated and alone I cannot take this anymore,negative,high
College is making me feel tired because I feel left behind,negative,medium
I am devastated and feel like giving up on everything,negative,high
I woke up feeling refreshed and my friends supported me,positive,low
I attended the seminar and it was okay,neutral,low
I feel overwhelmed due to time management issues,negative,high
My grades is suffering because I feel irritated,negative,medium
I feel completely burned out because of constant failure,negative,high
College was plain today went through the schedule,neutral,low
I feel homesick today because of upcoming exams,negative,medium
Not much going on I am just completed the tutorial,neutral,medium
I feel terrified because I feel invisible to everyone I need help,negative,high
I keep procrastinating and now I am drained,negative,medium
I am confused about my career after graduation,negative,high
I am so thrilled right now I made new friends today,positive,low
I am really proud because I got selected for the college fest,positive,low
I feel confident and wonderful about attending seminars,positive,low
I feel overwhelmed completely and numb I cannot take this anymore,negative,high
I feel disappointed today because I cannot focus,negative,high
The lectures were regular today nothing special to mention,neutral,low
I am confused but I know it will pass eventually,negative,high
The pressure of loneliness is making me feel burned out,negative,high
I feel tired due to attendance shortage,negative,high
I feel low today due to family expectations,negative,medium
I feel empty because I feel invisible to everyone and see no way out,negative,high
I am stressed about my career after graduation,negative,medium
I feel pressure from professors about my focus,negative,medium
I love group discussions it makes me feel lively,positive,low
College is making me feel anxious because of upcoming exams,negative,high
I am proud of myself because cracked a mock interview,positive,low
I have been unable to sleep for days and feel lost,negative,high
I feel motivated today I got selected for the college fest,positive,low
I feel a bit exhausted because I cannot focus,negative,medium
College is making me feel low because I failed to meet my own expectations,negative,medium
I feel depressed because I am always alone and see no way out,negative,high
I love my course it makes me feel motivated,positive,low
My roommate appreciated my effort and I feel blessed,positive,low
Feeling motivated and hopeful I had a productive study session,positive,low
I am low about my upcoming exam,negative,high
I feel depressed like I am falling into a deep dark pit,negative,high
I am desperate all the time and it is getting worse,negative,high
I feel lost like I am running but going nowhere,negative,high
I woke up feeling great and I got an internship offer,positive,low
Nothing much happened today had lunch with classmates,neutral,low
My hard work paid off and I feel great,positive,low
I feel exhausted due to peer comparison,negative,high
I feel completely hopeless because I feel completely unloved,negative,high
I woke up feeling bright and I slept well last night,positive,low
Today I won a prize in college fest which made my day,positive,low
I completed my lab work and now I am resting,neutral,low
The day was okay just another college day,neutral,low
The day was ordinary just another college day,neutral,medium
Feeling happy and motivated I got good marks,positive,low
I cannot get out of bed because I feel so desperate,negative,high
Feeling happy and energetic I passed my difficult exam,positive,low
I feel wonderful today I aced my presentation,positive,low
I feel confident and amazing about my project,positive,low
I cannot function normally because I feel so panicking,negative,high
Today was normal went through the schedule,neutral,low
I am so excited right now I studied hard and it showed,positive,low
I feel behind in grades and it worries me,negative,medium
The day was average just the usual routine,neutral,low
College was average today went through the schedule,neutral,medium
I cannot study because I feel so trapped,negative,high
The day was okay things were uneventful,neutral,medium
College was decent today went through the schedule,neutral,low
College was alright today nothing special to mention,neutral,medium
I had a great day I feel supported by everyone,positive,low
I have been feeling anxious for the past few days,negative,medium
I feel helpless because nobody understands me and see no way out,negative,high
My family member believed in me and I feel optimistic,positive,low
Today was ordinary completed tasks without issues,neutral,low
I feel burned out and have been unable to get out of bed,negative,high
I am so lost I cannot even talk to anyone properly,negative,high
I have been isolating myself completely and feel crushed,negative,high
The family pressure is unbearable I feel terrified,negative,high
The pressure of bullying in college is making me feel trapped,negative,high
My grades is suffering because I feel tense,negative,high
My grades is suffering because I feel anxious,negative,medium
I am struggling with keeping up with the syllabus lately,negative,high
Feeling wonderful after meditation in the morning,positive,low
I am so lost I cannot even concentrate on anything properly,negative,high
The lectures were regular today things were uneventful,neutral,low
I feel terrified because I feel invisible to everyone and see no way out,negative,high
College life feels amazing today,positive,low
I am so lost I cannot even breathe properly properly,negative,high
I successfully helped my classmate understand the topic and I am thrilled,positive,low
I feel confused and demotivated due to project deadlines,negative,medium
I feel helpless and worthless every single day now,negative,high
I woke up feeling excited and I feel supported by everyone,positive,low
College is making me feel drained because I procrastinated too much,negative,medium
I am isolated and feel like disappearing forever,negative,high
I feel a bit exhausted because I am behind on syllabus,negative,medium
Life feels fantastic when my family called and it made my day,positive,low
I feel destroyed inside because the stress has become too much I need help,negative,high
Today was blessed I understand the subject well now,positive,low
I am nervous but trying to manage it,negative,medium
I am so happy right now I got an internship offer,positive,low
I am so destroyed inside because I keep disappointing everyone,negative,high
I feel empty because I am always alone I need help,negative,high
I am hopeless all the time and it is getting worse,negative,high
I feel demotivated due to time management issues,negative,medium
I feel anxious due to project stress,negative,medium
I woke up feeling cheerful and I finished my project on time,positive,low
I am sad about my semester results,negative,medium
I feel irritated and tired due to lack of sleep,negative,high
College was okay today no highs or lows,neutral,low
The lectures were okay today went through the schedule,neutral,low
I feel deeply anxious because I am always alone and see no way out,negative,high
I love learning new concepts it makes me feel energetic,positive,low
I feel demotivated and drained because of upcoming exams,negative,medium
Life feels content when my friends supported me,positive,low
I successfully coded my first working application and I am thrilled,positive,low
I feel pressure from parents about my focus,negative,high
I feel shattered because everything I try goes wrong I need help,negative,high
I have been feeling confused for the past few days,negative,high
I feel empty like I am drowning with no one to save me,negative,high
I cannot function normally because I feel so empty,negative,high
I coded my first working application and it made me feel excited,positive,low
The lectures were okay today just another college day,neutral,low
I keep procrastinating and now I am low,negative,medium
I feel normal nothing special happened,neutral,low
I feel burned out because I keep disappointing everyone I need help,negative,high
I woke up feeling thrilled and I understand the subject well now,positive,low
My roommate gave me good feedback and I feel excited,positive,low
I feel content today I feel supported by everyone,positive,low
I feel empty like I am running but going nowhere,negative,high
I am demotivated but trying to manage it,negative,high
Feeling confident and refreshed I understand the subject well now,positive,low
I talked to my roommate and the day passed normally,neutral,low
I feel pressure from classmates about my project work,negative,medium
I feel hopeless because I feel completely unloved I need help,negative,high
College was okay today lectures were average,neutral,low
I feel demotivated due to assignment overload,negative,medium
I feel distracted due to time management issues,negative,medium
I feel tired and tired because I am behind on syllabus,negative,medium
I am shattered and feel like not being here anymore,negative,high
I am so terrified because I am always alone,negative,high
I completed my project and it made me feel fantastic,positive,low
I am nervous but I know it will pass eventually,negative,medium
I am drained about my backlog subjects,negative,medium
I cannot think clearly because I feel so panicking,negative,high
I am so crushed I cannot even concentrate on anything properly,negative,high
I woke up feeling bright and I understand the subject well now,positive,low
I spent the day attended lectures nothing exciting,neutral,low
The bullying in college is unbearable I feel broken,negative,high
I have been hurting myself and feel devastated,negative,high
I am tense and finding it hard to finish work,negative,medium
I am so helpless due to unbearable academic pressure,negative,high
I cannot eat because I feel so numb,negative,high
I feel tense due to career uncertainty,negative,high
I feel deeply anxious because I keep disappointing everyone I need help,negative,high
I am so worthless I cannot even talk to anyone properly,negative,high
I went to the canteen and submitted an assignment,neutral,medium
I feel drained today due to lack of sleep,negative,medium
I am so empty because nobody understands me,negative,high
I feel crushed and have been having dark and scary thoughts,negative,high
I feel demotivated today due to project deadlines,negative,high
I went to college and watched an educational video,neutral,low
I feel exhausted today because of poor marks in internals,negative,medium
I am really proud because I got good marks,positive,low
The lectures were calm today nothing special to mention,neutral,low
My parent believed in me and I feel energetic,positive,low
I feel calm just an ordinary day,neutral,low
I went to the classroom and submitted an assignment,neutral,low
I feel pressure from society about my studies,negative,high
My professor believed in me and I feel content,positive,low
I am shattered and feel like giving up on everything,negative,high
I am so motivated right now I studied hard and it showed,positive,low
I cracked a mock interview and it made me feel great,positive,low
I am so broken I cannot even get out of bed properly,negative,high
I am distracted but trying to manage it,negative,medium
I cannot study because I feel so hopeless,negative,high
I feel a bit unmotivated due to project deadlines,negative,high
I feel confused thinking about my group project,negative,medium
The day was decent just the usual routine,neutral,low
Nothing much happened today took a nap,neutral,low
